park_name,postcode,website,staticcaravanparks_url,telephone,no_pitches,pitch_fees,season_pitches_box_found,data_source,county,town,region,region_fallback_used,status,chain
Lickhill Manor,DY13 8RL,https://www.hillandale.co.uk/our-parks/lickhill-manor-caravan-park,https://www.staticcaravanparks.co.uk/parks/worcestershire/lickhill-manor,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Stourport-on-Severn,Central England,no,listings not scraped,Hillandale
Lincomb Lock Caravan Park,DY13 9QR,https://www.hillandale.co.uk/our-parks/lincomb-lock-caravan-park,https://www.staticcaravanparks.co.uk/parks/worcestershire/lincomb-lock-caravan-park,01299 823 836,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Hartlebury,Central England,no,listings not scraped,Hillandale
Offenham Park,WR11 8QT,https://www.offenhampark.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/offenham-park,01386 442 011,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,North and Middle Littleton,Central England,no,listings not scraped,
Ranch Caravan Park,WR11 7PR,https://www.ranch.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/ranch-caravan-park,01386 830 744,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Honeybourne,Central England,no,listings not scraped,
Riverside Park,WR13 6PE,https://www.riverside-park.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/riverside-park,01684 310 475,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Guarlford,Central England,no,enquire,
Robin Hood Caravan Park,WR13 6BS,http://www.mossparks.com/robin-hood-park/,https://www.staticcaravanparks.co.uk/parks/worcestershire/robin-hood-caravan-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Castlemorton,Central England,no,enquire,
Seaborne Leisure,WR5 3JL,https://www.seaborneleisure.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/seaborne-leisure,01905 820 295,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Kempsey,Central England,no,enquire,
St Michaels Caravan Park,WR15 8TW,https://www.stmichaelscaravans.com,https://www.staticcaravanparks.co.uk/parks/worcestershire/st-michaels-caravan-park,01685 750 665,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Tenbury,Central England,no,enquire,
Stourport Caravan Park,DY13 0HZ,http://www.stourportcaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/stourport-caravan-park,01299 824 400,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Stourport-on-Severn,Central England,no,blocked,
The Springs,WR10 2PD,https://www.myholidaycaravan.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/the-springs,01386 861 851,,,,master_parks_working.csv (Confirmed - real listing scraped),Worcestershire,Hill and Moor,Central England,no,listings,
The Wharf Caravan Park,WR6 6NN,https://www.thewharfcaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/the-wharf-caravan-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Ombersley,Central England,no,blocked,
Walshes Farm Caravan Park,DY13 0AA,https://www.walshesfarmcaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/walshes-farm-caravan-park,01299 877 577,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Stourport-on-Severn,Central England,no,enquire,
Wigley Orchard Caravan Park,WR15 8QH,https://www.wigleyorchard.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/wigley-orchard-caravan-park,01885 410331,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Stoke Bliss,Central England,no,blocked,
Winnall Caravan Park,DY13 9RG,http://www.thewinnall.co.uk,https://www.staticcaravanparks.co.uk/parks/worcestershire/winnall-caravan-park,01299 878872  /  07774 652550      /  07834555489,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Worcestershire,Ombersley,Central England,no,enquire,
Aldbrough Leisure Park,HU11 4SA,https://www.aldbroughleisurepark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/aldbrough-leisure-park,01964 529 292,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Aldbrough,Yorkshire and Humber,no,listings,
Beamsley Mill Caravan Park,BD23 6DJ,http://www.howgill-lodge.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/beamsley-mill-caravan-park,01756 720 655,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Barden,Yorkshire and Humber,no,no sales found,
Hornsea Leisure Park,HU18 1JY,https://www.hornsealeisurepark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/hornsea-leisure-park,01964 535 352,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Hornsea,Yorkshire and Humber,no,listings,
North Bay Leisure Park,YO16 6TG,https://www.northbayleisurepark.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/north-bay-leisure-park,01262 673 733,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Bridlington,Yorkshire and Humber,no,listings,
Staithes Chalet & Caravan Park,TS13 5AD,https://www.facebook.com/StaithesChaletCaravanPark/,https://www.staticcaravanparks.co.uk/parks/yorkshire/staithes-chalet-caravan-park,01947840352,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Hinderwell,North East,no,blocked,
Studfold Caravan Park,HG3 5SQ,https://www.studfold.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/studfold-caravan-park,01423 755084,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Stonebeck Down,Yorkshire and Humber,no,enquire,
Tocketts Mill Country Park,TS14 6QA,https://www.tockettsmill.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/tocketts-mill-country-park-restaurant,01287 610 182,,,,master_parks_working.csv (Confirmed - ukparks.com directory),Redcar and Cleveland,Guisborough,North East,no,listings,
Westfield Caravan Park,HG3 5BX,https://westfieldfarmcaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/westfield-caravan-park,07800 606204,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Stonebeck Down,Yorkshire and Humber,no,enquire,
Allerton Park Caravan Park,HG5 0SE,https://www.yorkshireholidayparks.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/allerton-park-caravan-park,01423 330 569,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Allerton Mauleverer with Hopperton,Yorkshire and Humber,no,listings,Yorkshire Holiday Parks
Applegrove Holiday Park,YO13 0DD,http://www.applegrovecountrypark.com/,https://www.staticcaravanparks.co.uk/parks/yorkshire/applegrove-holiday-park,01158 962 430,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Burniston,Yorkshire and Humber,no,blocked,
Arosa Caravan Park Ltd,YO12 4QB,https://www.arosacamping.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/arosa-caravan-park-ltd,01723 862 166,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Seamer,Yorkshire and Humber,no,no sales found,
Ashfield Caravan and Camping Park,YO17 6UU,https://www.ashfieldcaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/ashfield-caravan-and-camping-park,01653 668555,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Kirby Misperton,Yorkshire and Humber,no,no sales found,
Barcourt Estate Caravan Park,HU18 1JT,http://www.barcourtestate.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/barcourt-estate-caravan-park,01964 532364,,,,master_parks_working.csv (Found (in original directory)),East Riding of Yorkshire,Hornsea,Yorkshire and Humber,no,blocked,
Black Bull Caravan Park,YO18 8EA,http://www.blackbullcaravanpark.com/,https://www.staticcaravanparks.co.uk/parks/yorkshire/black-bull-caravan-park,01751 472 528,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Pickering,Yorkshire and Humber,no,enquire,
Blackwell Ox Inn and Caravan Park,TS9 7DJ,http://blackwellox.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/blackwell-ox-inn-and-caravan-park,01642 712287,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Carlton,Yorkshire and Humber,no,blocked,
Blazefield Caravan Park,HG3 5NG,https://www.blazefieldcaravans.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/blazefield-caravan-park,01423 711 139,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,High and Low Bishopside,Yorkshire and Humber,no,enquire,Blazefield Caravans
Blue Rose Caravan and Country Park,YO25 8RU,http://www.bluerosepark.com/,https://www.staticcaravanparks.co.uk/parks/yorkshire/blue-rose-caravan-and-country-park,01964 543 366,,,,master_parks_working.csv (Found (in original directory)),East Riding of Yorkshire,Brandesburton,Yorkshire and Humber,no,enquire,
Bridlington Links Golf & Leisure Estate,YO15 1DW,https://www.pure-leisure.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/bridlington-links-golf-leisure-estate,,,,,master_parks_working.csv (Confirmed - part of existing scraper coverage),East Riding of Yorkshire,Bridlington,Yorkshire and Humber,no,listings not scraped,Pure Leisure
Bronte Caravan Park,BD21 5QF,http://www.dalescaravanparks.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/bronte-caravan-park,01535 691 746,,,,master_parks_working.csv (Found (in original directory)),Bradford,Cullingworth,Yorkshire and Humber,no,listings,
Brook Farm Park,YO7 2ES,https://www.brookfarmpark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/brook-farm-park,01845597357,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Sutton-under-Whitestonecliffe,Yorkshire and Humber,no,no sales found,
Brown Bank Caravan Park,BD20 0NN,http://www.brownbankcaravanpark.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/brown-bank-caravan-park,01535 653241,,,,master_parks_working.csv (Found (in original directory)),Bradford,Silsden,Yorkshire and Humber,no,enquire,
Browns Caravan Park,YO11 3NN,https://www.brownscaravanpark.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/browns-caravan-park,01723 582 303,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Cayton,Yorkshire and Humber,no,listings not scraped,
Bulmer Farm Lodges Ltd,YO17 6SA,https://www.bulmerfarmlodges.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/bulmer-farm-lodges-ltd,01653 694330,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Habton,Yorkshire and Humber,no,enquire,
Burnside Leisure Park,YO13 0HR,https://flowerofmay.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/burnside-leisure-park,01723 363157,,,,master_parks_working.csv (Confirmed - part of existing scraper coverage),North Yorkshire,Burniston,Yorkshire and Humber,no,listings not scraped,Flower of May
Burnt House Holiday Park,YO21 2BG,https://www.burnthousecaravanpark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/burnt-house-holiday-park,01947 840448,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Ugthorpe,Yorkshire and Humber,no,listings not scraped,
Burton Constable Holiday Park,HU11 4LJ,http://www.burtonconstableholidaypark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/burton-constable-holiday-park,01964 562 508,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Burton Constable,Yorkshire and Humber,no,listings not scraped,
Cardale Estate Caravan Park,HG3 1QL,http://www.cardale-estate.co.uk/#about,https://www.staticcaravanparks.co.uk/parks/yorkshire/cardale-estate-caravan-park,,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Beckwithshaw,Yorkshire and Humber,no,blocked,
Castle Howard Lakeside Holiday Park,YO60 7DD,https://www.castlehowardholidayhomes.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/castle-howard-lakeside-holiday-park,01653 648 316,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Coneysthorpe,Yorkshire and Humber,no,listings,
Cawood Holiday Park,YO8 3TT,http://www.cawoodpark.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/cawood-holiday-park,01757 268450,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Cawood,Yorkshire and Humber,yes,listings,
Chantry Country Retreat,DL8 4NA,https://www.parkleisure.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/chantry-country-retreat,01969 622 372,,,,"master_parks_working.csv (Confirmed - multi-park operator (new, not yet in scraper))",North Yorkshire,West Witton,Yorkshire and Humber,no,blocked,Park Leisure
Charity Farm Caravan Park,YO15 1EH,http://www.charityfarm-caravanpark.co.uk/about.html,https://www.staticcaravanparks.co.uk/parks/yorkshire/charity-farm-caravan-park,,,,,master_parks_working.csv (Found (in original directory)),East Riding of Yorkshire,Bridlington,Yorkshire and Humber,no,blocked,
Chestnut Farm Holiday Park,YO23 2UQ,https://www.chestnutfarmhp.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/chestnut-farm-holiday-park,01904 704 676,,,,master_parks_working.csv (Confirmed - ukparks.com directory),York,Acaster Malbis,Yorkshire and Humber,no,no sales found,
Cliff Farm Caravan Park,YO11 3NN,http://www.brownscaravans.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/cliff-farm-caravan-park,01723 582 239,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Cayton,Yorkshire and Humber,no,no sales found,
Cliff Top Caravan Park,YO25 8DF,https://www.goodwinleisureparks.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/cliff-top-caravan-park,01964 530 404,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Atwick,Yorkshire and Humber,no,listings not scraped,
Cliffe Country Lodge Park,YO8 6PA,http://www.cliffecountrylodges.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/cliffe-country-lodge-park,01757 638 984,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Cliffe,Yorkshire and Humber,no,enquire,
Coneygarth Lakes and Lodges,YO25 8RT,https://www.coneygarthlakesandlodges.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/coneygarth-lakes-and-lodges,01964 542 250,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Brandesburton,Yorkshire and Humber,no,enquire,
Cote Ghyll Caravan and Camping Park,DL6 3AH,https://www.coteghyll.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/cote-ghyll-caravan-and-camping-park,01609 883 425,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Osmotherley,Yorkshire and Humber,no,enquire,
Dacre Lakeside Park,YO25 8RT,https://www.dacrepark.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/dacre-lakeside-park,01964 543 704,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Brandesburton,Yorkshire and Humber,no,enquire,
Dalesway Caravan Park,BD23 3NS,http://daleswayholidaypark.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/dalesway-caravan-park,07977 011215,,,,master_parks_working.csv (Found (in original directory)),North Yorkshire,Gargrave,Yorkshire and Humber,no,no sales found,
Dene Mouth Caravan Park,TS27 4BL,http://denemouth.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/dene-mouth-caravan-park,0191 586 0963,,,,master_parks_working.csv (Found (in original directory)),County Durham,Monk Hesleden,North East,no,blocked,
Dobrudden Caravan Park,BD17 5EE,http://www.dobrudden.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/dobrudden-caravan-park,01274 581016,,,,master_parks_working.csv (Found (in original directory)),Bradford,Baildon,Yorkshire and Humber,no,enquire,
Fellbeck Caravan Park,HG3 5ET,http://www.blazefieldcaravans.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/fellbeck-caravan-park,014237711139,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,High and Low Bishopside,Yorkshire and Humber,no,enquire,Blazefield Caravans
Flamingoland Theme Park and Zoo,YO17 6UX,https://www.flamingoland.co.uk,https://www.staticcaravanparks.co.uk/parks/yorkshire/flamingoland-theme-park-and-zoo,01653 668 287,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Kirby Misperton,Yorkshire and Humber,no,enquire,
Flixton Caravan Park,YO11 3UD,https://flixtoncaravanpark.co.uk/,https://www.staticcaravanparks.co.uk/parks/yorkshire/flixton-caravan-park,01723 891644,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Folkton,Yorkshire and Humber,no,enquire,
Fosse Hill Caravan Park,YO25 8SB,https://www.fossehill.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/fosse-hill-caravan-park,,,,,master_parks_working.csv (Confirmed - ukparks.com directory),East Riding of Yorkshire,Brandesburton,Yorkshire and Humber,no,no sales found,
Gallaber Park,BD23 4QF,https://www.gallaberpark.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/gallaber-park,01729 851397,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Hellifield,Yorkshire and Humber,no,blocked,
Golden Square Caravan Park,YO62 5YQ,https://www.goldensquarecaravanpark.com,https://www.staticcaravanparks.co.uk/parks/yorkshire/golden-square-caravan-park,01439 788 269,,,,master_parks_working.csv (Confirmed - ukparks.com directory),North Yorkshire,Oswaldkirk,Yorkshire and Humber,no,enquire,
